entity_id,source_anchor_ccre,haplotype_id,state_class,ref_chr,ref_start,ref_end,alt_contig,alt_start,alt_end,context_group,provenance,evidence_summary,ranking_score,qc_flag
EH38E000004|HG002_h2,EH38E000004,HG002_h2,absent,chr20,102000,102250,,,,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",2.0560668958,needs_review
EH38E000004|NA12878_h1,EH38E000004,NA12878_h1,duplicated,chr20,102000,102250,chr20,101997.0,102247.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.3492486884333334,ok
EH38E000005|HG002_h1,EH38E000005,HG002_h1,absent,chr20,102500,102750,,,,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",2.07975255,needs_review
EH38E000005|HG002_h2,EH38E000005,HG002_h2,duplicated,chr20,102500,102750,chr20,102497.0,102747.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.3686615601,ok
EH38E000005|NA12878_h1,EH38E000005,NA12878_h1,conserved,chr20,102500,102750,chr20,102500.0,102750.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.037364722233333335,ok
EH38E000006|HG002_h1,EH38E000006,HG002_h1,duplicated,chr20,103000,103250,chr20,102997.0,103247.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.35033235746666663,ok
EH38E000006|HG002_h2,EH38E000006,HG002_h2,conserved,chr20,103000,103250,chr20,103000.0,103250.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.017448431099999998,ok
EH38E000006|NA12878_h1,EH38E000006,NA12878_h1,diverged,chr20,103000,103250,chr20,103005.0,103255.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.32508267496666665,ok
EH38E000007|HG002_h1,EH38E000007,HG002_h1,conserved,chr20,103500,103750,chr20,103500.0,103750.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",-0.025413713,ok
EH38E000007|HG002_h2,EH38E000007,HG002_h2,diverged,chr20,103500,103750,chr20,103505.0,103755.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.3419256699666667,ok
EH38E000007|NA12878_h1,EH38E000007,NA12878_h1,ambiguous,chr20,103500,103750,chr20,103500.0,103750.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.22773013,needs_review
EH38E000008|HG002_h1,EH38E000008,HG002_h1,diverged,chr20,104000,104250,chr20,104005.0,104255.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.37731166003333333,ok
EH38E000008|HG002_h2,EH38E000008,HG002_h2,ambiguous,chr20,104000,104250,chr20,104000.0,104250.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.2250697149666667,needs_review
EH38E000008|NA12878_h1,EH38E000008,NA12878_h1,conserved,chr20,104000,104250,chr20,104000.0,104250.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.025847309366666668,ok
EH38E000009|HG002_h1,EH38E000009,HG002_h1,ambiguous,chr20,104500,104750,chr20,104500.0,104750.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.1600356944,needs_review
EH38E000009|HG002_h2,EH38E000009,HG002_h2,conserved,chr20,104500,104750,chr20,104500.0,104750.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",-0.0134558657,ok
EH38E000009|NA12878_h1,EH38E000009,NA12878_h1,conserved,chr20,104500,104750,chr20,104500.0,104750.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",-0.009970373400000001,ok
EH38E000010|HG002_h1,EH38E000010,HG002_h1,conserved,chr20,105000,105250,chr20,105000.0,105250.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 1, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.0127775716,ok
EH38E000010|HG002_h2,EH38E000010,HG002_h2,conserved,chr20,105000,105250,chr20,105000.0,105250.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.02752013693333334,ok
EH38E000010|NA12878_h1,EH38E000010,NA12878_h1,conserved,chr20,105000,105250,chr20,105000.0,105250.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 1, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.03753743736666667,ok
EH38E000011|HG002_h1,EH38E000011,HG002_h1,conserved,chr20,105500,105750,chr20,105500.0,105750.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 1, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.0347248009,ok
EH38E000011|HG002_h2,EH38E000011,HG002_h2,conserved,chr20,105500,105750,chr20,105500.0,105750.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.009601357466666667,ok
EH38E000011|NA12878_h1,EH38E000011,NA12878_h1,diverged,chr20,105500,105750,chr20,105505.0,105755.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 1, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.34511972580000005,ok
EH38E000012|HG002_h1,EH38E000012,HG002_h1,conserved,chr20,106000,106250,chr20,106000.0,106250.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 1, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.02393557123333333,ok
EH38E000012|HG002_h2,EH38E000012,HG002_h2,diverged,chr20,106000,106250,chr20,106005.0,106255.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.3542934881,ok
EH38E000012|NA12878_h1,EH38E000012,NA12878_h1,fractured,chr20,106000,106250,chr20,106000.0,106125.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 1, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.7561126699999999,ok
EH38E000013|HG002_h1,EH38E000013,HG002_h1,diverged,chr20,106500,106750,chr20,106505.0,106755.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.31541037703333336,ok
EH38E000013|HG002_h2,EH38E000013,HG002_h2,fractured,chr20,106500,106750,chr20,106500.0,106625.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.7946082640000002,ok
EH38E000013|NA12878_h1,EH38E000013,NA12878_h1,absent,chr20,106500,106750,,,,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",2.0622594846999998,needs_review
EH38E000014|HG002_h1,EH38E000014,HG002_h1,fractured,chr20,107000,107250,chr20,107000.0,107125.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.7557539316,ok
EH38E000014|HG002_h2,EH38E000014,HG002_h2,absent,chr20,107000,107250,,,,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",2.041711627833333,needs_review
EH38E000014|NA12878_h1,EH38E000014,NA12878_h1,duplicated,chr20,107000,107250,chr20,106997.0,107247.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.30638299853333334,ok
EH38E000015|HG002_h1,EH38E000015,HG002_h1,absent,chr20,107500,107750,,,,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",2.031398945333333,needs_review
EH38E000015|HG002_h2,EH38E000015,HG002_h2,duplicated,chr20,107500,107750,chr20,107497.0,107747.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 1, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.33553030076666673,ok
EH38E000015|NA12878_h1,EH38E000015,NA12878_h1,conserved,chr20,107500,107750,chr20,107500.0,107750.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",-0.03498803723333333,ok
EH38E000016|HG002_h1,EH38E000016,HG002_h1,duplicated,chr20,108000,108250,chr20,107997.0,108247.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.29036358283333336,ok
EH38E000016|HG002_h2,EH38E000016,HG002_h2,conserved,chr20,108000,108250,chr20,108000.0,108250.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.027123931533333336,ok
EH38E000016|NA12878_h1,EH38E000016,NA12878_h1,diverged,chr20,108000,108250,chr20,108005.0,108255.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.3734718021,ok
EH38E000017|HG002_h1,EH38E000017,HG002_h1,conserved,chr20,108500,108750,chr20,108500.0,108750.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.025117578200000004,ok
EH38E000017|HG002_h2,EH38E000017,HG002_h2,diverged,chr20,108500,108750,chr20,108505.0,108755.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.3188054418333333,ok
EH38E000017|NA12878_h1,EH38E000017,NA12878_h1,ambiguous,chr20,108500,108750,chr20,108500.0,108750.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.22869138479999998,needs_review
EH38E000018|HG002_h1,EH38E000018,HG002_h1,diverged,chr20,109000,109250,chr20,109005.0,109255.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.38369696270000003,ok
EH38E000018|HG002_h2,EH38E000018,HG002_h2,ambiguous,chr20,109000,109250,chr20,109000.0,109250.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.1945096251666667,needs_review
EH38E000018|NA12878_h1,EH38E000018,NA12878_h1,conserved,chr20,109000,109250,chr20,109000.0,109250.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",-0.010424754933333336,ok
EH38E000019|HG002_h1,EH38E000019,HG002_h1,ambiguous,chr20,109500,109750,chr20,109500.0,109750.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.16159286853333335,needs_review
EH38E000019|HG002_h2,EH38E000019,HG002_h2,conserved,chr20,109500,109750,chr20,109500.0,109750.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",-0.010893044266666667,ok
EH38E000019|NA12878_h1,EH38E000019,NA12878_h1,conserved,chr20,109500,109750,chr20,109500.0,109750.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.0028329405666666662,ok
EH38E000020|HG002_h1,EH38E000020,HG002_h1,conserved,chr20,110000,110250,chr20,110000.0,110250.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 1, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",-0.004947373400000001,ok
EH38E000020|HG002_h2,EH38E000020,HG002_h2,conserved,chr20,110000,110250,chr20,110000.0,110250.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.043180000200000006,ok
EH38E000020|NA12878_h1,EH38E000020,NA12878_h1,conserved,chr20,110000,110250,chr20,110000.0,110250.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 1, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.029469522533333337,ok
EH38E000021|HG002_h1,EH38E000021,HG002_h1,conserved,chr20,110500,110750,chr20,110500.0,110750.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 1, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.01762988936666667,ok
EH38E000021|HG002_h2,EH38E000021,HG002_h2,conserved,chr20,110500,110750,chr20,110500.0,110750.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.0025854108,ok
EH38E000021|NA12878_h1,EH38E000021,NA12878_h1,diverged,chr20,110500,110750,chr20,110505.0,110755.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 1, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.33497169499999996,ok
EH38E000022|HG002_h1,EH38E000022,HG002_h1,conserved,chr20,111000,111250,chr20,111000.0,111250.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 1, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",-0.004563976966666665,ok
EH38E000022|HG002_h2,EH38E000022,HG002_h2,diverged,chr20,111000,111250,chr20,111005.0,111255.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.34752657616666666,ok
EH38E000022|NA12878_h1,EH38E000022,NA12878_h1,fractured,chr20,111000,111250,chr20,111000.0,111125.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 1, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.7934392185000001,ok
EH38E000023|HG002_h1,EH38E000023,HG002_h1,diverged,chr20,111500,111750,chr20,111505.0,111755.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.31587825510000006,ok
EH38E000023|HG002_h2,EH38E000023,HG002_h2,fractured,chr20,111500,111750,chr20,111500.0,111625.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.7925905612333334,ok
EH38E000023|NA12878_h1,EH38E000023,NA12878_h1,absent,chr20,111500,111750,,,,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""CRISPRi""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",2.0842798468333332,needs_review
EH38E000024|HG002_h1,EH38E000024,HG002_h1,fractured,chr20,112000,112250,chr20,112000.0,112125.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.7787526322666668,ok
EH38E000024|HG002_h2,EH38E000024,HG002_h2,absent,chr20,112000,112250,,,,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",2.0378131320999997,needs_review
EH38E000024|NA12878_h1,EH38E000024,NA12878_h1,duplicated,chr20,112000,112250,chr20,111997.0,112247.0,immune_hematopoietic,"{""scorer_source"": ""scorer_output"", ""state_source"": ""ccre_state"", ""validation_source"": ""validation_link""}","{""assay_types"": [""MPRA""], ""hit_count"": 0, ""study_ids"": [""STUDY_ALPHA""], ""total_labels"": 1}",0.3396516642333333,ok
